"","Name","Team","Height"
"27149","Uwe Unterwalder","East Germany",180
"27150","Martti Uosikkinen","Finland",162
"27151","Martti Uosikkinen","Finland",162
"27152","Nicole Uphoff-Becker (-Selke)","West Germany",173
"27153","Nicole Uphoff-Becker (-Selke)","West Germany",173
"27154","Nicole Uphoff-Becker (-Selke)","Germany",173
"27155","Nicole Uphoff-Becker (-Selke)","Germany",173
"27156","Helen Lesley Upperton","Canada-2",175
"27157","Rigoberto Urn Urn","Colombia",171
"27158","Uranchimegiin Mnkh-Erdene","Mongolia",174
"27159","Anton Urban","Czechoslovakia",175
"27160","Stanisaw Urban","Poland",188
"27161","Klaus Urbanczyk","Germany",174
"27162","Dorota Urbaniak","Canada",178
"27163","Marta Urbanov (-Dahelov)","Czechoslovakia",166
"27164","Ignacio ""Iaki"" Urdangarn Liebaert","Spain",197
"27165","Ignacio ""Iaki"" Urdangarn Liebaert","Spain",197
"27166","Alberto Urdiales Mrquez","Spain",179
"27167","Alberto Urdiales Mrquez","Spain",179
"27168","Santos Vasquito Urdinarn Barrena","Uruguay",170
"27169","Santos Vasquito Urdinarn Barrena","Uruguay",170
"27170","Alejandro Urgells Guibot","Cuba",194
"27171","Yoandri Urgells Cobas","Cuba",178
"27172","Yoandri Urgells Cobas","Cuba",178
"27173","Jon Emili Uriarte","Argentina",199
"27174","Cenaida Cebastiana Uribe Medina","Peru",174
"27175","Oktay Urkal","Germany",172
"27176","Aleksey Yevgenyevich Urmanov","Russia",179
"27177","Diyorbek Urozboyev","Uzbekistan",172
"27178","Ermidelio Urrutia Quiroga","Cuba",175
"27179","Mara Isabel Urrutia Ocor","Colombia",170
"27180","Osmani Urrutia Ramrez","Cuba",178
"27181","Wiltrud Urselmann (-Haverkamp)","Germany",175
"27182","Giorgio Ursi","Italy",186
"27183","Storm Uru","New Zealand",190
"27184","Marius Daniel Urzic","Romania",163
"27185","Marius Daniel Urzic","Romania",163
"27186","Marius Daniel Urzic","Romania",163
"27187","Marius Daniel Urzic","Romania",163
"27188","Dmitry Arkadyevich Ushakov","Russia",177
"27189","Konstantin Anatolyevich Ushakov","Russia",198
"27190","Konstantin Anatolyevich Ushakov","Russia",198
"27191","Zhaksylyk Amiraliyevich Ushkempirov","Soviet Union",156
"27192","Konstantin Vyacheslavovich Ushkov","Russia",188
"27193","Oleksandr Oleksandrovych Usik","Ukraine",191
"27194","Veljko Uskokovi","Serbia and Montenegro",185
"27195","Yana Viktorovna Uskova","Russia",167
"27196","Maiya Valentinovna Usova (-Orletskaya)","Unified Team-2",160
"27197","Maiya Valentinovna Usova (-Orletskaya)","Russia-2",160
"27198","Luis Mara Usoz Quintana","Spain",169
"27199","Pablo Usoz Ciriza","Spain",178
"27200","scar Alfredo Ustari","Argentina",183
"27201","Nataliya Andreyevna Ustinova","Soviet Union",165
"27202","Tetiana Illivna Ustiuzhanina","Unified Team",185
"27203","Bettina Ustrowski","Germany",177
"27204","Jerzy Ustupski","Poland",180
"27205","Yevgeny Romanovich Ustyugov","Russia",168
"27206","Yevgeny Romanovich Ustyugov","Russia",168
"27207","Yevgeny Romanovich Ustyugov","Russia",168
"27208","Anna Vladimirovna Ustyukhina","Russia",177
"27209","Stefan Ute","Germany",182
"27210","Sunday Uti","Nigeria",175
"27211","Beatrice Utondu (-Okoye)","Nigeria",162
"27212","Ivan Stepanovich Utrobin","Soviet Union",165
"27213","Reika Utsugi","Japan",170
"27214","Reika Utsugi","Japan",170
"27215","Nils Gunnar Utterberg","Sweden",182
"27216","Andrew Utting","Australia",187
"27217","Peter Utzschneider","West Germany-2",182
"27218","Peter Utzschneider","West Germany-1",182
"27219","Peter Utzschneider","West Germany-1",182
"27220","Jaak Uudme","Soviet Union",190
"27221","Markku Juhani Uusipaavalniemi","Finland",187
"27222","Aleksandr Nikolayevich Uvarov","Soviet Union",170
"27223","Bruno Uvini Bortolana","Brazil",190
"27224","Eduard Uvra","Czechoslovakia",183
"27225","Jochem Simon Uytdehaage","Netherlands",174
"27226","Jochem Simon Uytdehaage","Netherlands",174
"27227","Jochem Simon Uytdehaage","Netherlands",174
"27228","Ossi Reijo Juhani Vnnen","Finland",191
"27229","Willemien ""Wiljon"" Vaandrager (-Cornelisse)","Netherlands",183
"27230","Petra Maria Pauliina Vaarakallio","Finland",173
"27231","Michal Maria Edmondus Michel Vaarten","Belgium",180
"27232","Dorina Vaccaroni","Italy",170
"27233","Dorina Vaccaroni","Italy",170
"27234","Dorina Vaccaroni","Italy",170
"27235","Rostislav Vclavek","Czechoslovakia",190
"27236","Gennady Viktorovich Vaganov","Soviet Union",173
"27237","Gennady Viktorovich Vaganov","Soviet Union",173
"27238","Lars Magnus Vgberg","Norway",185
"27239","Bjrne Viktor Vgg","Sweden",185
"27240","Jrg Vaihinger","West Germany",191
"27241","Philip Bryn Vaile","Great Britain",180
"27242","Michel Vaillancourt","Canada",178
"27243","Sarah Marie Vaillancourt","Canada",168
"27244","Sarah Marie Vaillancourt","Canada",168
"27245","Nelson Beasley Vails","United States",175
"27246","Rytis Vaivila","Lithuania",193
"27247","Attila Sandr Vajda","Hungary",177
"27248","Attila Sandr Vajda","Hungary",177
"27249","Aleksey Ivanovich Vakhonin","Soviet Union",156
"27250","Mukhran Vakht'angadze","Georgia",184
"27251","Yelena Valeryevna Vlbe (Trubitsyna-)","Unified Team",164
"27252","Yelena Valeryevna Vlbe (Trubitsyna-)","Unified Team",164
"27253","Yelena Valeryevna Vlbe (Trubitsyna-)","Unified Team",164
"27254","Yelena Valeryevna Vlbe (Trubitsyna-)","Unified Team",164
"27255","Yelena Valeryevna Vlbe (Trubitsyna-)","Unified Team",164
"27256","Yelena Valeryevna Vlbe (Trubitsyna-)","Russia",164
"27257","Yelena Valeryevna Vlbe (Trubitsyna-)","Russia",164
"27258","Fulvio Valbusa","Italy",172
"27259","Fulvio Valbusa","Italy",172
"27260","Sabina Valbusa","Italy",167
"27261","Martina Valcepina","Italy",168
"27262","Emil Valchev","Bulgaria",195
"27263","Enyu Valchev Dimov","Bulgaria",170
"27264","Enyu Valchev Dimov","Bulgaria",170
"27265","Enyu Valchev Dimov","Bulgaria",170
"27266","Milda Valiukait","Lithuania",176
"27267","Carmen Laura Valds Capote","Cuba",167
"27268","Jorge Luis Valds Berriel","Cuba",187
"27269","Alberto Vldes Lacarra, Jr.","Mexico",178
"27270","Jesus ""Jesse"" Valdez","United States",174
"27271","Maigonis Valdmanis","Soviet Union",180
"27272","Maigonis Valdmanis","Soviet Union",180
"27273","Maigonis Valdmanis","Soviet Union",180
"27274","Natalia Valeeva","Unified Team",168
"27275","Natalia Valeeva","Unified Team",168
"27276","Ingrit Lorena Valencia Victoria","Colombia",160
"27277","Ale Valenta","Czech Republic",179
"27278","Jennifer Valente","United States",176
"27279","Lidia Valentn Prez","Spain",169
"27280","Melanie M. Valerio","United States",183
"27281","Valeska ""Valeskinha"" dos Santos Menezes","Brazil",180
"27282","Linda Vlimki","Finland",166
"27283","Remigijus Valiulis","Soviet Union",186
"27284","Jorma Rainer Valkama","Finland",172
"27285","Jean-Charles Valladont","France",180
"27286","Franco Valle","Italy",177
"27287","Thibaut Vallette","France",171
"27288","Mario Vallotto","Italy",172
"27289","Andrew Orlando Valmon","United States",185
"27290","Andrew Orlando Valmon","United States",185
"27291","Antoine Valois-Fortier","Canada",190
"27292","Frantiek Valoek","Czechoslovakia",166
"27293","Yelena Aleksandrovna Valova (-Vasilyeva, -Galusha)","Soviet Union-1",155
"27294","Yelena Aleksandrovna Valova (-Vasilyeva, -Galusha)","Soviet Union-2",155
"27295","Albert Ivanovych Valtin","Soviet Union",201
"27296","Istvn Vmos","Hungary",178
"27297","Evi Van Acker","Belgium",172
"27298","Franziska van Almsick","Germany",181
"27299","Franziska van Almsick","Germany",181
"27300","Franziska van Almsick","Germany",181
"27301","Franziska van Almsick","Germany",181
"27302","Franziska van Almsick","Germany",181
"27303","Franziska van Almsick","Germany",181
"27304","Franziska van Almsick","Germany",181
"27305","Franziska van Almsick","Germany",181
"27306","Franziska van Almsick","Germany",181
"27307","Franziska van Almsick","Germany",181
"27308","Wietse Cornelis van Alten","Netherlands",186
"27309","Naomi Frances van As","Netherlands",179
"27310","Naomi Frances van As","Netherlands",179
"27311","Naomi Frances van As","Netherlands",179
"27312","Florent Van Aubel","Belgium",178
"27313","Greg Van Avermaet","Belgium",181
"27314","Jacoba Maria Jozina ""Coby"" van Baalen (Dorresteijn-)","Netherlands",178
"27315","Harry Van Barneveld","Belgium",195
"27316","Charlotte Willemijn ""Lotte"" van Beek","Netherlands",180
"27317","Charlotte Willemijn ""Lotte"" van Beek","Netherlands",180
"27318","Iefke van Belkum","Netherlands",185
"27319","Cornelia ""Conny"" van Bentum","Netherlands",181
"27320","Cornelia ""Conny"" van Bentum","Netherlands",181
"27321","Cornelia ""Conny"" van Bentum","Netherlands",181
"27322","Lon Hendrik Jan van Bon","Netherlands",166
"27323","Rodney Van Buizen","Australia",180
"27324","George W. Van Cleaf","New York Athletic Club-1",173
"27325","Ivo Van Damme","Belgium",191
"27326","Ivo Van Damme","Belgium",191
"27327","Sebastiaan Jacques Henri ""Bas"" van de Goor","Netherlands",209
"27328","Mike Willem Frank van de Goor","Netherlands",207
"27329","Frederik Robbert ""Freek"" van de Graaff","Netherlands",187
"27330","Jan van de Graaff","Netherlands",193
"27331","Fleur Nicolette Andrea van de Kieft","Netherlands",163
"27332","Fleur Nicolette Andrea van de Kieft","Netherlands",163
"27333","Robert Van de Walle","Belgium",187
"27334","Robert Van de Walle","Belgium",187
"27335","Gillian Maria Elisabeth van den Berg","Netherlands",173
"27336","Stephan van den Berg","Netherlands",186
"27337","Marinus ""Rinus"" van den Berge","Netherlands",171
"27338","Dillianne van den Boogaard","Netherlands",178
"27339","Dillianne van den Boogaard","Netherlands",178
"27340","Marieke van den Ham","Netherlands",169
"27341","Taco Hajo van den Honert","Netherlands",176
"27342","Taco Hajo van den Honert","Netherlands",176
"27343","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27344","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27345","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27346","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27347","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27348","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27349","Pieter Cornelis Martijn van den Hoogenband","Netherlands",193
"27350","Anna van der Breggen","Netherlands",167
"27351","Anna van der Breggen","Netherlands",167
"27352","Cameron van der Burgh","South Africa",185
"27353","Cameron van der Burgh","South Africa",185
"27354","Dennis van der Geest","Netherlands",196
"27355","Robert ""Bobbie"" van der Graaf","Netherlands",189
"27356","Johannes Martinus ""Martin"" van der Horst","Netherlands",185
"27357","Robert Adriaan van der Horst","Netherlands",179
"27358","Anna Magdalene Van der Kamp","Canada",180
"27359","Kirsten Irene Merian van der Kolk (-Aardewijn)","Netherlands",172
"27360","Kirsten Irene Merian van der Kolk (-Aardewijn)","Netherlands",172
"27361","Everwijn Johan Maarten van der Linden","Netherlands",183
"27362","Ilse Suzanne van der Meijden","Netherlands",185
"27363","Roelof Anttonius ""Olof"" van der Meulen","Netherlands",202
"27364","Roelof Anttonius ""Olof"" van der Meulen","Netherlands",202
"27365","Adriana ""Diane"" van der Plaats","Netherlands",182
"27366","Jos Mara van der Ploeg Garca","Spain",177
"27367","Macha Alexandra van der Vaart","Netherlands",164
"27368","Macha Alexandra van der Vaart","Netherlands",164
"27369","Maikel Leonardus van der Vleuten","Netherlands",170
"27370","Mink Alphons van der Weerden","Netherlands",178
"27371","Sander Petrus Henricus van der Weide","Netherlands",183
"27372","Sander Petrus Henricus van der Weide","Netherlands",183
"27373","Maarten van der Weijden","Netherlands",205
"27374","Susan Jacobien Unia ""Suzan"" van der Wielen (-Veen)","Netherlands",170
"27375","Susan Jacobien Unia ""Suzan"" van der Wielen (-Veen)","Netherlands",170
"27376","Paulina Jacoba ""Pauline"" van der Wildt","Netherlands",177
"27377","Mark Richard van der Zijden","Netherlands",186
"27378","Cornelis Pieter ""Niels"" van der Zwan","Netherlands",196
"27379","Leendert Frans van Dis","Netherlands",194
"27380","Pieta Roberta van Dishoeck","Netherlands",178
"27381","Pieta Roberta van Dishoeck","Netherlands",178
"27382","Marieke Birgitta van Doorn","Netherlands",165
"27383","Marieke Birgitta van Doorn","Netherlands",165
"27384","Arthur Van Doren","Belgium",178
"27385","Maria ""Marieke"" van Drogenbroek","Netherlands",187
"27386","Amy Deloris Van Dyken (-Rouen)","United States",183
"27387","Amy Deloris Van Dyken (-Rouen)","United States",183
"27388","Amy Deloris Van Dyken (-Rouen)","United States",183
"27389","Amy Deloris Van Dyken (-Rouen)","United States",183
"27390","Amy Deloris Van Dyken (-Rouen)","United States",183
"27391","Amy Deloris Van Dyken (-Rouen)","United States",183
"27392","Anicka van Emden","Netherlands",169
"27393","Harriet van Ettekoven","Netherlands",180
"27394","Marit van Eupen","Netherlands",176
"27395","Marit van Eupen","Netherlands",176
"27396","Marianne Antoinette ""Miek"" van Geenhuizen","Netherlands",166
"27397","Marianne Antoinette ""Miek"" van Geenhuizen","Netherlands",166
"27398","Margot van Geffen","Netherlands",172
"27399","Margot van Geffen","Netherlands",172
"27400","Yvonne Maria Therse van Gennip","Netherlands",166
"27401","Yvonne Maria Therse van Gennip","Netherlands",166
"27402","Yvonne Maria Therse van Gennip","Netherlands",166
"27403","Jelle van Gorkom","Netherlands",187
"27404","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27405","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27406","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27407","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27408","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27409","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27410","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27411","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Salinero",172
"27412","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Netherlands",172
"27413","Louis Marie Van Hege","Belgium",168
"27414","Hans van Helden","Netherlands",180
"27415","Hans van Helden","Netherlands",180
"27416","Hans van Helden","Netherlands",180
"27417","Willemina Cornelia Adriana ""Wilma"" van Hofwegen-van Rijn","Netherlands",184
"27418","Lieve van Kessel","Netherlands",169
"27419","Lambertus ""Bep"" van Klaveren (Steenhorst-)","Netherlands",173
"27420","Adam Joseph Van Koeverden","Canada",182
"27421","Adam Joseph Van Koeverden","Canada",182
"27422","Adam Joseph Van Koeverden","Canada",182
"27423","Adam Joseph Van Koeverden","Canada",182
"27424","Robert Van Lancker","Belgium",173
"27425","Chantal Jean Van Landeghem","Canada",180
"27426","Ellen Gezina Maria van Langen","Netherlands",172
"27427","Jacinta Van Lint","Australia",179
"27428","Caia Jaqueline van Maasakker","Netherlands",180
"27429","Caia Jaqueline van Maasakker","Netherlands",180
"27430","Kitty van Male","Netherlands",170
"27431","Kitty van Male","Netherlands",170
"27432","Aletta van Manen","Netherlands",170
"27433","Aletta van Manen","Netherlands",170
"27434","Eeke Geertruida van Nes","Netherlands",186
"27435","Eeke Geertruida van Nes","Netherlands",186
"27436","Eeke Geertruida van Nes","Netherlands",186
"27437","Hadriaan van Nes","Netherlands",192
"27438","Wayde van Niekerk","South Africa",183
"27439","Moriah Van Norman","United States",178
"27440","Robert Logan ""Bob"" Van Osdel","United States",183
"27441","Stanny Van Paesschen","Belgium",183
"27442","Wouter van Pelt","Netherlands",178
"27443","Wouter van Pelt","Netherlands",178
"27444","Laurine van Riessen","Netherlands",167
"27445","Dorian Benno Eric van Rijsselberge","Netherlands",189
"27446","Dorian Benno Eric van Rijsselberge","Netherlands",189
"27447","Manon van Rooijen","Netherlands",178
"27448","Manon van Rooijen","Netherlands",178
"27449","Dominique Van Roost (Monami-)","Belgium",171
"27450","Sharon van Rouwendaal","Netherlands",173
"27451","Peter van Roye","West Germany",188
"27452","Annemarieke van Rumpt","Netherlands",186
"27453","Annemarieke van Rumpt","Netherlands",186
"27454","Charline Van Snick","Belgium",157
"27455","Petronella Grietje ""Petra"" van Staveren (-van Kleef)","Netherlands",169
"27456","Elliot Van Strydonck","Belgium",185
"27457","Dirk Van Tichelt","Belgium",173
"27458","Gerard Pieter Hendrik van Velde","Netherlands",192
"27459","Margot Wilhelmina Teunisje ""Wilma"" van Velsen","Netherlands",173
"27460","Margot Wilhelmina Teunisje ""Wilma"" van Velsen","Netherlands",173
"27461","Simon van Velthooven","New Zealand",185
"27462","Diederik David van Weel","Netherlands",173
"27463","Wilhelmina ""Winnie"" van Weerdenburg (-Rijke)","Netherlands",168
"27464","Remco van Wijk","Netherlands",185
"27465","Remco van Wijk","Netherlands",185
"27466","Johannes Hendrikus Jacques ""Hans"" van Zeeland","Netherlands",185
"27467","Vincent Vanasch","Belgium",180
"27468","Gella Vandecaveye","Belgium",170
"27469","Gella Vandecaveye","Belgium",170
"27470","Claudio Vandelli","Italy",182
"27471","Willy Franois Vanden Berghen","Belgium",183
"27472","Kimberly ""Kim"" Vandenberg","United States",173
"27473","Sverine Anne-Marie Vandenhende","France",170
"27474","Peter William Vanderkaay","United States",193
"27475","Peter William Vanderkaay","United States",193
"27476","Peter William Vanderkaay","United States",193
"27477","Peter William Vanderkaay","United States",193
"27478","Arnold Petrus Maria Vanderlijde","Netherlands",198
"27479","Arnold Petrus Maria Vanderlijde","Netherlands",198
"27480","Arnold Petrus Maria Vanderlijde","Netherlands",198
"27481","Jan Vandrey","Germany",188
"27482","Zhivko Atanasov Vangelov","Bulgaria",173
"27483","Stojna Vangelovska","Yugoslavia",172
"27484","Simone Vanni","Italy",176
"27485","Mria Vanya-Vadsz","Hungary",166
"27486","Ambruse Vanzekin","Nigeria",176
"27487","Bice Vanzetta","Italy",173
"27488","Bice Vanzetta","Italy",173
"27489","Giorgio Vanzetta","Italy",180
"27490","Giorgio Vanzetta","Italy",180
"27491","Giorgio Vanzetta","Italy",180
"27492","Giorgio Vanzetta","Italy",180
"27493","Jnos Vradi","Hungary",164
"27494","Bla Vrady","Hungary",183
"27495","arko Varaji","Yugoslavia",202
"27496","Adlan Abuyevich Varayev","Soviet Union",170
"27497","Bashir Magomedovich Varayev","Soviet Union",178
"27498","Aleksandar Varbanov","Bulgaria",163
"27499","Armen Frunzekovych Vardanian","Ukraine",172
"27500","Yuri Vardanyan","Soviet Union",171
"27501","Peter Dale Varellas","United States",191
"27502","Dniel Rudolf Varga","Hungary",201
"27503","Dnes Andor Varga","Hungary",193
"27504","Jnos Varga","Hungary",170
"27505","Kroly Varga","Hungary",176
"27506","Miroslav Varga","Czechoslovakia",183
"27507","Tams Varga","Hungary",201
"27508","Tams Varga","Hungary",201
"27509","Zoltn Varga","Hungary",176
"27510","Zsolt Varga","Hungary",193
"27511","Svetlana Anatolyevna Varganova","Soviet Union",169
"27512","Joseph Michael ""Joe"" Vargas","United States",190
"27513","Lzaro Vargas lvarez","Cuba",180
"27514","Lzaro Vargas lvarez","Cuba",180
"27515","Laura Vargas Koch","Germany",173
"27516","Rostislav Yevgenyevich Vargashkin","Soviet Union",173
"27517","Pl Vrhidi (Vinkovics-)","Hungary",179
"27518","Attila Vri","Hungary",200
"27519","Attila Vri","Hungary",200
"27520","Petri Johannes Varis","Finland",185
"27521","Vilmos Varj","Hungary",189
"27522","Jacob Stephen ""Jake"" Varner","United States",185
"27523","Oscar Varona Varona","Cuba",192
"27524","Benjamin Gabriel Jean Varonian","France",168
"27525","Jzsef Vrszegi (Vennesz-)","Hungary",182
"27526","Roman Vartolomeu","Romania",185
"27527","Pekka Antero Vasala","Finland",184
"27528","Mara del Monte Vasc Pes Gallardo","Spain",157
"27529","Lilyana Vaseva","Bulgaria",174
"27530","Lucian Vasilache","Romania",196
"27531","Neculai Vasilca","Romania",185
"27532","Neculai Vasilca","Romania",185
"27533","Olga Germanovna Vasilchenko","Soviet Union",170
"27534","Dmitry Andreyevich Vasilenko","Russia",164
"27535","Georgi Parvanov Vasilev","Bulgaria",172
"27536","Yelena Vasilyevna Vasilevskaya","Russia",176
"27537","Vadims Vasievskis","Latvia",188
"27538","Elvira Adolfovna Vasilkova (-Buchenkova)","Soviet Union",172
"27539","Elvira Adolfovna Vasilkova (-Buchenkova)","Soviet Union",172
"27540","Andrey Aleksandrovich Vasilyev","Soviet Union",186
"27541","Boris Alekseyevich Vasilyev","Soviet Union",171
"27542","Dmitry Vladimirovich Vasilyev","Soviet Union",185
"27543","Dmitry Vladimirovich Vasilyev","Soviet Union",185
"27544","Mikhail Anatolyevich Vasilyev","Soviet Union",198
"27545","Mikhail Aleksandrovich Vasilyev","Soviet Union",176
"27546","Oleg Kimovich Vasilyev","Soviet Union-1",170
"27547","Oleg Kimovich Vasilyev","Soviet Union-2",170
"27548","Valery Ivanovich Vasilyev","Soviet Union",183
"27549","Valery Ivanovich Vasilyev","Soviet Union",183
"27550","Valery Ivanovich Vasilyev","Soviet Union",183
"27551","Yekaterina Aleksandrovna Vasilyeva","Russia",172
"27552","Yuliya Olegovna Vasilyeva","Russia",177
"27553","Vladimir Alekseyevich Vasin","Soviet Union",175
"27554","Istvn Vaskuti","Hungary",183
"27555","Jugoslav Vasovi","Serbia and Montenegro",196
"27556","Alexis Alain Vastine","France",184
"27557","Olga Petrovna Vasyukova","Russia",170
"27558","Sami Vatanen","Finland",177
"27559","Vyara Vatashka","Bulgaria",171
"27560","Emilia Vtoiu-Li","Romania",156
"27561","Emilia Vtoiu-Li","Romania",156
"27562","Philippe Louis Michel Vatuone","France",170
"27563","Pierre Vaultier","France",186
"27564","Didier Jacques Franois Vavasseur","France",180
"27565","Jean mile Vaysse","France",173
"27566","Yelena Sergeyevna Vaytsekhovskaya","Soviet Union",165
"27567","Georgios Vazagkasvili","Georgia",163
"27568","Alla Ivanovna Vazhenina","Kazakhstan",175
"27569","Antonio Vzquez Megido","Spain",188
"27570","Fabin Vzquez Lpez","Mexico",165
"27571","Ludvk Vbr","Czechoslovakia",150
"27572","Paolo Vecchi","Italy",190
"27573","Renzo Vecchiato","Italy",207
"27574","Bertrand Benot Marie Vecten","France",194
"27575","Vyacheslav Petrovich Vedenin","Soviet Union",164
"27576","Vyacheslav Petrovich Vedenin","Soviet Union",164
"27577","Vyacheslav Petrovich Vedenin","Soviet Union",164
"27578","Vyacheslav Petrovich Vedenin","Soviet Union",164
"27579","Stephan Patrick Veen","Netherlands",180
"27580","Stephan Patrick Veen","Netherlands",180
"27581","Ernst Willem Veenemans","Netherlands",184
"27582","Jacobine Liduina Veenhoven","Netherlands",183
"27583","Mark Hermanus Maria Veens","Netherlands",189
"27584","Myrna Veenstra","Netherlands",176
"27585","Jan Evert Veer","Netherlands",187
"27586","Klaas Willem Veering","Netherlands",190
"27587","Andrus Veerpalu","Estonia",182
"27588","Andrus Veerpalu","Estonia",182
"27589","Andrus Veerpalu","Estonia",182
"27590","Manuel Alberto Vega Tamayo","Cuba",191
"27591","Andra Vehovar","Slovenia",177
"27592","Hans-Jrgen Veil","West Germany",160
"27593","Mansueto Velasco, Jr.","Philippines",157
"27594","Roel Velasco","Philippines",158
"27595","Daniel Roger Vlasquez","France",175
"27596","Magdalena Johanna Maria ""Marleen"" Veldhuis","Netherlands",182
"27597","Magdalena Johanna Maria ""Marleen"" Veldhuis","Netherlands",182
"27598","Magdalena Johanna Maria ""Marleen"" Veldhuis","Netherlands",182
"27599","Magdalena Johanna Maria ""Marleen"" Veldhuis","Netherlands",182
"27600","Bart Veldkamp","Netherlands",181
"27601","Bart Veldkamp","Netherlands",181
"27602","Bart Veldkamp","Belgium",181
"27603","Gerard Wybo Veldman","New Zealand",188
"27604","Anamari ""Ana"" Velenek","Slovenia",178
"27605","Ermin Veli","Yugoslavia",194
"27606","Velichko Khristov Velichkov","Bulgaria",180
"27607","Dumitru Velicu","Romania",175
"27608","Sofiya Aleksandrovna Velikaya","Russia",175
"27609","Sofiya Aleksandrovna Velikaya","Russia",175
"27610","Sofiya Aleksandrovna Velikaya","Russia",175
"27611","Radoslav Marinov Velikov","Bulgaria",160
"27612","Iskra Velinova","Bulgaria",171
"27613","Stefana Veljkovi","Serbia",190
"27614","Adam Joseph Vella","Australia",178
"27615","Matthijs Vellenga","Netherlands",200
"27616","Alessandro Velotto","Italy",186
"27617","Vida Vencien (Mogenyt-)","Soviet Union",169
"27618","Vida Vencien (Mogenyt-)","Soviet Union",169
"27619","Erik K. Vendt","United States",180
"27620","Erik K. Vendt","United States",180
"27621","Erik K. Vendt","United States",180
"27622","Johanna Annechien ""Anneke"" Venema","Netherlands",181
"27623","Yuriy Naumovych Venherovskiy","Soviet Union",181
"27624","Simone Venier","Italy",196
"27625","Narciso Ventall Surralls","Spain",168
"27626","Michelle Venturella","United States",175
"27627","Bruno Venturini","Italy",174
"27628","Marco Venturini","Italy",186
"27629","Tisha Lea Venturini","United States",168
"27630","Josef Vntus","Czechoslovakia",180
"27631","Josef Vntus","Czechoslovakia",180
"27632","Pter Vpi","Hungary",178
"27633","Norge Luis Vera Peralta","Cuba",191
"27634","Norge Luis Vera Peralta","Cuba",191
"27635","Norge Luis Vera Peralta","Cuba",191
"27636","Sibelis Veranes Morell","Cuba",164
"27637","Tonya Lynn Verbeek","Canada",165
"27638","Tonya Lynn Verbeek","Canada",165
"27639","Tonya Lynn Verbeek","Canada",165
"27640","Joachim Hermanus Jacobus ""Jochem"" Verberne","Netherlands",190
"27641","Aleksey Igoryevich Verbov","Russia",183
"27642","Aleksey Igoryevich Verbov","Russia",183
"27643","David Verburg","United States",173
"27644","Philip John ""Phil"" Verchota","United States",188
"27645","Legna Verdecia Rodrguez","Cuba",154
"27646","Legna Verdecia Rodrguez","Cuba",154
"27647","Eric Franciscus Maria Verdonk","New Zealand",189
"27648","Krisztin Verb","Hungary",190
"27649","kos Vereckei","Hungary",188
"27650","kos Vereckei","Hungary",188
"27651","Jasa Veremalua","Fiji",195
"27652","Volodymyr Hryhorovych Veremeiev","Soviet Union",180
"27653","Gyz Veres","Hungary",165
"27654","Gyz Veres","Hungary",165
"27655","Roger Roland Verey","Poland",186
"27656","Valentin Verga","Netherlands",180
"27657","Mariya Dimitrova Vergova-Petkova","Bulgaria",185
"27658","Mariya Dimitrova Vergova-Petkova","Bulgaria",185
"27659","Carl Eduard Verheijen","Netherlands",181
"27660","Carl Eduard Verheijen","Netherlands",181
"27661","Maryna Mykolavna Verheliuk (Strilets-)","Ukraine",178
"27662","Grigory Vladimirovich Verichev","Soviet Union",187
"27663","Cornelis Arie ""Kees"" Verkerk","Netherlands",171
"27664","Cornelis Arie ""Kees"" Verkerk","Netherlands",171
"27665","Cornelis Arie ""Kees"" Verkerk","Netherlands",171
"27666","Cornelis Arie ""Kees"" Verkerk","Netherlands",171
"27667","Sergey Viktorovich Verlin","Russia",192
"27668","Albn Vermes","Hungary",190
"27669","Gijsbert Theodor ""Gijs"" Vermeulen","Netherlands",189
"27670","Klaas Theodoor Vermeulen","Netherlands",179
"27671","Valerio Vermiglio","Italy",197
"27672","Aurel Vernescu","Romania",188
"27673","Aurel Vernescu","Romania",188
"27674","Aurel Vernescu","Romania",188
"27675","Oleh Yuriyovych Verniaiev","Ukraine",161
"27676","Oleh Yuriyovych Verniaiev","Ukraine",161
"27677","Laura Vernizzi","Italy",175
"27678","Annabel Morwenna ""Annie"" Vernon","Great Britain",178
"27679","George Edward Vernot","Canada",152
"27680","George Edward Vernot","Canada",152
"27681","Zoltn Verraszt","Hungary",176
"27682","Zoltn Verraszt","Hungary",176
"27683","Maria Verschoor","Netherlands",164
